Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee_ID,Attrition_Prob,Risk_Category
27,0,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,EMP_1340,6.96,🟢 Low Risk
37,0,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,EMP_1341,0.41,🟢 Low Risk
38,0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,EMP_1342,0.37,🟢 Low Risk
31,0,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,EMP_1343,2.16,🟢 Low Risk
29,0,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,EMP_1344,30.04,🟡 Medium Risk
35,0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,EMP_1345,0.14,🟢 Low Risk
23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,EMP_1346,2.4,🟢 Low Risk
41,0,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,EMP_1347,24.34,🟢 Low Risk
47,0,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,EMP_1348,45.51,🟡 Medium Risk
42,0,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,EMP_1349,2.42,🟢 Low Risk
29,0,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,EMP_1350,3.73,🟢 Low Risk
42,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,EMP_1351,1.4,🟢 Low Risk
32,0,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,EMP_1352,2.37,🟢 Low Risk
48,0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,EMP_1353,28.65,🟢 Low Risk
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,EMP_1354,2.15,🟢 Low Risk
30,0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,EMP_1355,51.58,🟡 Medium Risk
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,EMP_1356,6.43,🟢 Low Risk
42,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,EMP_1357,2.51,🟢 Low Risk
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,EMP_1358,98.79,🔴 High Risk
36,0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,EMP_1359,1.15,🟢 Low Risk
36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,EMP_1360,9.33,🟢 Low Risk
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,EMP_1361,0.61,🟢 Low Risk
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,EMP_1362,2.23,🟢 Low Risk
21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,EMP_1363,37.69,🟡 Medium Risk
33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,EMP_1364,71.84,🔴 High Risk
37,0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,EMP_1365,7.47,🟢 Low Risk
46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,EMP_1366,0.24,🟢 Low Risk
41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,EMP_1367,58.37,🟡 Medium Risk
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,EMP_1368,4.62,🟢 Low Risk
40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,EMP_1369,46.5,🟡 Medium Risk
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,EMP_1370,33.59,🟡 Medium Risk
21,1,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,EMP_1371,64.4,🔴 High Risk
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,EMP_1372,6.66,🟢 Low Risk
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,EMP_1373,49.27,🟡 Medium Risk
27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,EMP_1374,2.14,🟢 Low Risk
28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,EMP_1375,11.64,🟢 Low Risk
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,EMP_1376,6.57,🟢 Low Risk
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,EMP_1377,1.19,🟢 Low Risk
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,EMP_1378,1.78,🟢 Low Risk
34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,EMP_1379,64.63,🔴 High Risk
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,EMP_1380,0.41,🟢 Low Risk
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,EMP_1381,2.3,🟢 Low Risk
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,EMP_1382,56.01,🟡 Medium Risk
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,EMP_1383,19.73,🟢 Low Risk
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,EMP_1384,17.67,🟢 Low Risk
36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,EMP_1385,30.68,🟡 Medium Risk
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,EMP_1386,62.56,🔴 High Risk
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,EMP_1387,4.87,🟢 Low Risk
40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,EMP_1388,1.41,🟢 Low Risk
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,EMP_1389,9.99,🟢 Low Risk
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,EMP_1390,14.12,🟢 Low Risk
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,EMP_1391,0.22,🟢 Low Risk
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,EMP_1392,7.13,🟢 Low Risk
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,EMP_1393,0.46,🟢 Low Risk
34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,EMP_1394,9.45,🟢 Low Risk
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,EMP_1395,1.93,🟢 Low Risk
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,EMP_1396,25.93,🟢 Low Risk
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,EMP_1397,1.56,🟢 Low Risk
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,EMP_1398,68.15,🔴 High Risk
37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,EMP_1399,6.01,🟢 Low Risk
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,EMP_1400,31.23,🟡 Medium Risk
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,EMP_1401,0.89,🟢 Low Risk
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,EMP_1402,3.89,🟢 Low Risk
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,EMP_1403,21.12,🟢 Low Risk
41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,EMP_1404,2.09,🟢 Low Risk
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,EMP_1405,3.71,🟢 Low Risk
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,EMP_1406,35.22,🟡 Medium Risk
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,EMP_1407,0.29,🟢 Low Risk
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,EMP_1408,2.51,🟢 Low Risk
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,EMP_1409,0.06,🟢 Low Risk
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,EMP_1410,3.41,🟢 Low Risk
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,EMP_1411,6.31,🟢 Low Risk
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,EMP_1412,4.97,🟢 Low Risk
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,EMP_1413,0.04,🟢 Low Risk
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,EMP_1414,0.73,🟢 Low Risk
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,EMP_1415,89.17,🔴 High Risk
34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,EMP_1416,35.17,🟡 Medium Risk
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,EMP_1417,14.18,🟢 Low Risk
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,EMP_1418,0.04,🟢 Low Risk
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,EMP_1419,4.95,🟢 Low Risk
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,EMP_1420,4.47,🟢 Low Risk
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,EMP_1421,0.58,🟢 Low Risk
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,EMP_1422,33.4,🟡 Medium Risk
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,EMP_1423,17.52,🟢 Low Risk
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,EMP_1424,1.49,🟢 Low Risk
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,EMP_1425,2.77,🟢 Low Risk
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,EMP_1426,7.86,🟢 Low Risk
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,EMP_1427,3.64,🟢 Low Risk
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,EMP_1428,10.11,🟢 Low Risk
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,EMP_1429,0.19,🟢 Low Risk
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,EMP_1430,1.81,🟢 Low Risk
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,EMP_1431,72.47,🔴 High Risk
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,EMP_1432,9.24,🟢 Low Risk
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,EMP_1433,0.38,🟢 Low Risk
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,EMP_1434,8.53,🟢 Low Risk
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,EMP_1435,0.03,🟢 Low Risk
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,EMP_1436,10.27,🟢 Low Risk
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,EMP_1437,55.38,🟡 Medium Risk
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,EMP_1438,43.04,🟡 Medium Risk
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,EMP_1439,13.76,🟢 Low Risk
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,EMP_1440,66.08,🔴 High Risk
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,EMP_1441,92.53,🔴 High Risk
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,EMP_1442,5.83,🟢 Low Risk
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,EMP_1443,12.03,🟢 Low Risk
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,EMP_1444,81.85,🔴 High Risk
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,EMP_1445,3.58,🟢 Low Risk
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,EMP_1446,2.03,🟢 Low Risk
41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,EMP_1447,2.65,🟢 Low Risk
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,EMP_1448,14.57,🟢 Low Risk
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,EMP_1449,2.95,🟢 Low Risk
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,EMP_1450,15.92,🟢 Low Risk
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,EMP_1451,35.38,🟡 Medium Risk
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,EMP_1452,1.91,🟢 Low Risk
45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,EMP_1453,0.3,🟢 Low Risk
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,EMP_1454,20.49,🟢 Low Risk
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,EMP_1455,0.76,🟢 Low Risk
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,EMP_1456,0.09,🟢 Low Risk
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,EMP_1457,7.17,🟢 Low Risk
18,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,EMP_1458,92.06,🔴 High Risk
40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,EMP_1459,5.97,🟢 Low Risk
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,EMP_1460,18.02,🟢 Low Risk
26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,EMP_1461,25.74,🟢 Low Risk
35,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,EMP_1462,15.37,🟢 Low Risk
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,EMP_1463,2.65,🟢 Low Risk
26,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,EMP_1464,99.0,🔴 High Risk
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,EMP_1465,1.02,🟢 Low Risk
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,EMP_1466,12.31,🟢 Low Risk
